,deal_id,deal_date,deal_year,firm_name,firm_id,round_total_raw,round_total,num_investors,avg_invest_per_investor,investor_name,deal_type,country,city,year_founded,codex_category,market,problem_1,problem_2,problem_3,analytics,ai,point_integrated,firm_age
276,DEAL0189,2013-12-01,2013,Hire An Esquire,FIRM0169,above,1700000.0,3,566666.6666666666,37 Angels,Seed Fund,USA,New York,2011,Legal Marketplace,Corporate,Peak Load / Staffing,NONE,NONE,0.0,0.0,Point Solution,2
277,DEAL0189,2013-12-01,2013,Hire An Esquire,FIRM0169,above,1700000.0,3,566666.6666666666,645 Ventures,Seed Fund,USA,New York,2011,Legal Marketplace,Corporate,Peak Load / Staffing,NONE,NONE,0.0,0.0,Point Solution,2
278,DEAL0189,2013-12-01,2013,Hire An Esquire,FIRM0169,350000,350000.0,3,116666.66666666667,Ulu Ventures,Seed Fund,USA,New York,2011,Legal Marketplace,Corporate,Peak Load / Staffing,NONE,NONE,0.0,0.0,Point Solution,2
279,DEAL0191,2014-01-01,2014,Legal Logs,FIRM0581,100000,100000.0,1,100000.0,undisclosed,Convertible Note,USA,Baltimore,2012,Legal Practice Management,Consumer,Workflow & PM,Contracts,eDiscovery,1.0,0.0,Integrated Solution,2
281,DEAL0194,2014-01-07,2014,LegalZoom,FIRM0025,200000000,200000000.0,1,200000000.0,Permima,Secondary Market,USA,California,1999,Legal Document Automation,Consumer,Contracts,Peak Load / Staffing,NONE,0.0,0.0,Point Solution,15
282,DEAL0195,2014-01-08,2014,IP Street,FIRM0131,565000,565000.0,1,565000.0,undisclosed,Debt Financing,USA,Washington,2010,Legal Analytics,Corporate,Other Practice Tech,NONE,NONE,1.0,0.0,Point Solution,4
283,DEAL0196,2014-01-08,2014,Lexdir,FIRM0362,above,565000.0,2,282500.0,Aye Capital Partners,Venture Capital,Spain,Espina,2013,Legal Marketplace,Corporate,Legal Research,Peak Load / Staffing,NONE,0.0,0.0,Integrated Solution,1
284,DEAL0196,2014-01-08,2014,Lexdir,FIRM0362,525000,525000.0,2,262500.0,Caixa Capital Risc,Venture Capital,Spain,Espina,2013,Legal Marketplace,Corporate,Legal Research,Peak Load / Staffing,NONE,0.0,0.0,Integrated Solution,1
285,DEAL0197,2014-01-15,2014,CS Disco,FIRM0217,2000000,2000000.0,1,2000000.0,LiveOak Venture Partners,Venture Capital,USA,Houston,2012,Legal Practice Management,Corporate,Workflow & PM,eDiscovery,NONE,1.0,1.0,Integrated Solution,2
286,DEAL0199,2014-01-30,2014,Innography,FIRM0072,3500000,3500000.0,3,1166666.6666666667,Austin Ventures,Series B,USA,Texas,2006,Legal Practice Management,Corporate,Other Practice Tech,NONE,NONE,1.0,0.0,Point Solution,8
287,DEAL0199,2014-01-30,2014,Innography,FIRM0072,3500000,3500000.0,3,1166666.6666666667,Comerica Bank,Debt Financing,USA,Texas,2006,Legal Practice Management,Corporate,Other Practice Tech,NONE,NONE,1.0,0.0,Point Solution,8
288,DEAL0199,2014-01-30,2014,Innography,FIRM0072,above,3500000.0,3,1166666.6666666667,Covera Ventures,Series B,USA,Texas,2006,Legal Practice Management,Corporate,Other Practice Tech,NONE,NONE,1.0,0.0,Point Solution,8
289,DEAL0200,2014-01-31,2014,cicayda,FIRM0208,3800000,3800000.0,1,3800000.0,undisclosed,Series B,USA,Nashville,2012,Legal Practice Management,Corporate,Workflow & PM,eDiscovery,NONE,1.0,0.0,Integrated Solution,2
290,DEAL0201,2014-02-01,2014,ClauseMatch,FIRM0209,68750,68750.0,1,68750.0,undisclosed,Seed Fund,UK,London,2012,Legal Document Automation,Corporate,Contracts,Workflow & PM,NONE,1.0,0.0,Integrated Solution,2
291,DEAL0202,2014-02-01,2014,ClearView Social,FIRM0307,375000,375000.0,1,375000.0,Z80 Labs Technology Incubator,Venture Capital,USA,New York,2013,Legal Practice Management,Corporate,Other Practice Tech,NONE,NONE,1.0,1.0,Point Solution,1
292,DEAL0204,2014-02-03,2014,Ravel Law,FIRM0263,above,375000.0,4,93750.0,New Enterprise Associates,Series A,USA,San Francisco,2012,Legal Research,Corporate,Legal Research,NONE,NONE,1.0,1.0,Point Solution,2
293,DEAL0204,2014-02-03,2014,Ravel Law,FIRM0263,8100000,8100000.0,4,2025000.0,North Bridge Venture Partners & Growth Equity,Series A,USA,San Francisco,2012,Legal Research,Corporate,Legal Research,NONE,NONE,1.0,1.0,Point Solution,2
294,DEAL0204,2014-02-03,2014,Ravel Law,FIRM0263,above,8100000.0,4,2025000.0,Work-Bench,Series A,USA,San Francisco,2012,Legal Research,Corporate,Legal Research,NONE,NONE,1.0,1.0,Point Solution,2
295,DEAL0204,2014-02-03,2014,Ravel Law,FIRM0263,above,8100000.0,4,2025000.0,Xfund,Series A,USA,San Francisco,2012,Legal Research,Corporate,Legal Research,NONE,NONE,1.0,1.0,Point Solution,2
296,DEAL0205,2014-02-11,2014,Clearpath Immigration,FIRM0084,400000,400000.0,1,400000.0,undisclosed,Debt Financing,USA,Miami,2008,Legal Document Automation,Consumer,Contracts,NONE,NONE,1.0,0.0,Integrated Solution,6
297,DEAL0206,2014-02-11,2014,DealCircle,FIRM0424,750000,750000.0,3,250000.0,Alexander Aghassipour,Series A,Denmark,Copenhagen,2014,Legal Document Automation,Corporate,Contracts,Workflow & PM,DealTech,0.0,0.0,Integrated Solution,0
298,DEAL0206,2014-02-11,2014,DealCircle,FIRM0424,above,750000.0,3,250000.0,undisclosed,Series A,Denmark,Copenhagen,2013,Legal Document Automation,Corporate,Contracts,Workflow & PM,DealTech,0.0,0.0,Integrated Solution,1
299,DEAL0206,2014-02-11,2014,DealCircle,FIRM0424,above,750000.0,3,250000.0,Seed Capital,Series A,Denmark,Copenhagen,2014,Legal Document Automation,Corporate,Contracts,Workflow & PM,DealTech,0.0,0.0,Integrated Solution,0
300,DEAL0207,2014-02-14,2014,Lexdir,FIRM0362,218750,218750.0,2,109375.0,ENISA,Convertible Note,Spain,Espina,2013,Legal Marketplace,Corporate,Legal Research,Peak Load / Staffing,NONE,0.0,0.0,Integrated Solution,1
301,DEAL0207,2014-02-14,2014,Lexdir,FIRM0362,Above,218750.0,2,109375.0,ICF Group,Convertible Note,Spain,Espina,2013,Legal Marketplace,Corporate,Legal Research,Peak Load / Staffing,NONE,0.0,0.0,Integrated Solution,1
302,DEAL0208,2014-02-19,2014,Tyche,FIRM0500,28000,28000.0,1,28000.0,Alchemist Accelerator,Seed Fund,USA,New York,2014,Legal Research,Corporate,Legal Research,NONE,NONE,1.0,0.0,Point Solution,0
303,DEAL0209,2014-03-01,2014,LegalTrek,FIRM0356,62500,62500.0,1,62500.0,Eleven,Convertible Note,Germany,Berlin,2013,Legal Practice Management,Corporate,Other Practice Tech,Workflow & PM,Legal Ops,1.0,0.0,Integrated Solution,1
304,DEAL0210,2014-03-01,2014,TenderScout,FIRM0386,62500,62500.0,1,62500.0,undisclosed,Seed Fund,Ireland,Dublin,2013,Legal Practice Management,Corporate,Other Practice Tech,NONE,NONE,1.0,0.0,Point Solution,1
305,DEAL0211,2014-03-04,2014,DocuSign,FIRM0045,85000000,85000000.0,14,6071428.571428572,Accel Partners,Series E,USA,San Francisco,2003,Legal Practice Management,Corporate,Contracts,Other Practice Tech,NONE,0.0,0.0,Point Solution,11
306,DEAL0211,2014-03-04,2014,DocuSign,FIRM0045,above,85000000.0,14,6071428.571428572,Comcast Ventures,Series E,USA,San Francisco,2003,Legal Practice Management,Corporate,Contracts,Other Practice Tech,NONE,0.0,0.0,Point Solution,11
307,DEAL0211,2014-03-04,2014,DocuSign,FIRM0045,above,85000000.0,14,6071428.571428572,Cross Creek Advisors,Series E,USA,San Francisco,2003,Legal Practice Management,Corporate,Contracts,Other Practice Tech,NONE,0.0,0.0,Point Solution,11
308,DEAL0211,2014-03-04,2014,DocuSign,FIRM0045,above,85000000.0,14,6071428.571428572,Frazier Technology Ventures,Series E,USA,San Francisco,2003,Legal Practice Management,Corporate,Contracts,Other Practice Tech,NONE,0.0,0.0,Point Solution,11
309,DEAL0211,2014-03-04,2014,DocuSign,FIRM0045,above,85000000.0,14,6071428.571428572,Google Ventures,Series E,USA,San Francisco,2003,Legal Practice Management,Corporate,Contracts,Other Practice Tech,NONE,0.0,0.0,Point Solution,11
310,DEAL0211,2014-03-04,2014,DocuSign,FIRM0045,above,85000000.0,14,6071428.571428572,Ignition Partners,Series E,USA,San Francisco,2003,Legal Practice Management,Corporate,Contracts,Other Practice Tech,NONE,0.0,0.0,Point Solution,11
311,DEAL0211,2014-03-04,2014,DocuSign,FIRM0045,above,85000000.0,14,6071428.571428572,Jackson Square Ventures,Series E,USA,San Francisco,2003,Legal Practice Management,Corporate,Contracts,Other Practice Tech,NONE,0.0,0.0,Point Solution,11
312,DEAL0211,2014-03-04,2014,DocuSign,FIRM0045,above,85000000.0,14,6071428.571428572,Kleiner Perkins Caufield & Byes,Series E,USA,San Francisco,2003,Legal Practice Management,Corporate,Contracts,Other Practice Tech,NONE,0.0,0.0,Point Solution,11
313,DEAL0211,2014-03-04,2014,DocuSign,FIRM0045,above,85000000.0,14,6071428.571428572,Salesforce Ventures,Series E,USA,San Francisco,2003,Legal Practice Management,Corporate,Contracts,Other Practice Tech,NONE,0.0,0.0,Point Solution,11
314,DEAL0211,2014-03-04,2014,DocuSign,FIRM0045,above,85000000.0,14,6071428.571428572,Sands Capital Ventures,Series E,USA,San Francisco,2003,Legal Practice Management,Corporate,Contracts,Other Practice Tech,NONE,0.0,0.0,Point Solution,11
315,DEAL0211,2014-03-04,2014,DocuSign,FIRM0045,above,85000000.0,14,6071428.571428572,Sapphire Ventures,Series E,USA,San Francisco,2003,Legal Practice Management,Corporate,Contracts,Other Practice Tech,NONE,0.0,0.0,Point Solution,11
316,DEAL0211,2014-03-04,2014,DocuSign,FIRM0045,above,85000000.0,14,6071428.571428572,Scale Venture Partners,Series E,USA,San Francisco,2003,Legal Practice Management,Corporate,Contracts,Other Practice Tech,NONE,0.0,0.0,Point Solution,11
317,DEAL0211,2014-03-04,2014,DocuSign,FIRM0045,above,85000000.0,14,6071428.571428572,Sigma West,Series E,USA,San Francisco,2003,Legal Practice Management,Corporate,Contracts,Other Practice Tech,NONE,0.0,0.0,Point Solution,11
318,DEAL0211,2014-03-04,2014,DocuSign,FIRM0045,above,85000000.0,14,6071428.571428572,Telstra Ventures,Series E,USA,San Francisco,2003,Legal Practice Management,Corporate,Contracts,Other Practice Tech,NONE,0.0,0.0,Point Solution,11
319,DEAL0212,2014-03-05,2014,Reorg Research,FIRM0265,1300000,1300000.0,1,1300000.0,FinTech Collective,Seed Fund,USA,New York,2012,Legal Practice Management,Corporate,Legal Research,NONE,NONE,1.0,0.0,Point Solution,2
320,DEAL0214,2014-03-12,2014,Verinvest Corporation,FIRM0391,219700,219700.0,1,219700.0,undisclosed,Debt Financing,USA,Pennsylvania,2013,Legal Practice Management,Corporate,Contracts,Workflow & PM,NONE,0.0,0.0,Point Solution,1
321,DEAL0215,2014-03-14,2014,AirHelp,FIRM0290,above,219700.0,4,54925.0,Cherubic Ventures,Seed Fund,USA,New York,2013,Legal Document Automation,Consumer,Contracts,NONE,NONE,1.0,0.0,Integrated Solution,1
322,DEAL0215,2014-03-14,2014,AirHelp,FIRM0290,above,219700.0,4,54925.0,Westcott,Seed Fund,USA,New York,2008,Legal Document Automation,Consumer,Contracts,NONE,NONE,1.0,0.0,Integrated Solution,6
323,DEAL0215,2014-03-14,2014,AirHelp,FIRM0290,221000,221000.0,4,55250.0,Y Combinator,Seed Fund,USA,New York,2013,Legal Document Automation,Consumer,Contracts,NONE,NONE,1.0,0.0,Integrated Solution,1
324,DEAL0215,2014-03-14,2014,AirHelp,FIRM0290,above,221000.0,4,55250.0,Zillionize Angel,Seed Fund,USA,New York,2013,Legal Document Automation,Consumer,Contracts,NONE,NONE,1.0,0.0,Integrated Solution,1
325,DEAL0216,2014-03-25,2014,Clio,FIRM0085,above,221000.0,4,55250.0,Acton Capital Partners,Series C,Canada,Burnaby,2008,Legal Practice Management,Corporate,Other Practice Tech,Legal Ops,Legal Research,1.0,0.0,Integrated Solution,6
326,DEAL0216,2014-03-25,2014,Clio,FIRM0085,20000000,20000000.0,4,5000000.0,Bessemer Venture Partners,Series C,Canada,Burnaby,2008,Legal Practice Management,Corporate,Other Practice Tech,Legal Ops,Legal Research,1.0,0.0,Integrated Solution,6
327,DEAL0216,2014-03-25,2014,Clio,FIRM0085,above,20000000.0,4,5000000.0,Point Nine Capital,Series C,Canada,Burnaby,2011,Legal Practice Management,Corporate,Other Practice Tech,Legal Ops,Legal Research,1.0,0.0,Integrated Solution,3
328,DEAL0216,2014-03-25,2014,Clio,FIRM0085,above,20000000.0,4,5000000.0,Version One Ventures,Series C,Canada,Burnaby,2008,Legal Practice Management,Corporate,Other Practice Tech,Legal Ops,Legal Research,1.0,0.0,Integrated Solution,6
329,DEAL0217,2014-03-26,2014,Bridge US,FIRM0204,800000,800000.0,2,400000.0,500 Startups,Seed Fund,USA,San Francisco,2011,Legal Marketplace,Corporate,Workflow & PM,NONE,NONE,0.0,0.0,Integrated Solution,3
330,DEAL0217,2014-03-26,2014,Bridge US,FIRM0204,above,800000.0,2,400000.0,Ulu Ventures,Seed Fund,USA,San Francisco,2014,Legal Marketplace,Corporate,Workflow & PM,NONE,NONE,0.0,0.0,Integrated Solution,0
331,DEAL0218,2014-03-26,2014,eBrevia,FIRM0220,100000,100000.0,1,100000.0,CT Next,Grant,USA,Stamford,2012,Legal Analytics,Corporate,Contracts,DealTech,Workflow & PM,1.0,1.0,Integrated Solution,2
332,DEAL0220,2014-03-31,2014,NetLex,FIRM0369,above,100000.0,2,50000.0,Filas,Seed Fund,Italy,Rome,2013,Legal Practice Management,Corporate,Legal Ops,Workflow & PM,Other Practice Tech,1.0,0.0,Integrated Solution,1
333,DEAL0220,2014-03-31,2014,NetLex,FIRM0369,375000,375000.0,2,187500.0,Lventure Group,Seed Fund,Italy,Rome,2013,Legal Practice Management,Corporate,Legal Ops,Workflow & PM,Other Practice Tech,1.0,0.0,Integrated Solution,1
334,DEAL0221,2014-04-01,2014,DATY,FIRM0423,62500,62500.0,1,62500.0,Wayra,Seed Fund,Czech Republic,Praha,2014,Legal Research,Corporate,Legal Research,NONE,NONE,1.0,0.0,Point Solution,0
335,DEAL0222,2014-04-01,2014,Pbworks,FIRM0063,421100,421100.0,2,210550.0,undisclosed,Debt Financing,USA,California,2005,Legal Document Automation,Corporate,Workflow & PM,KM,Other Practice Tech,1.0,0.0,Integrated Solution,9
336,DEAL0222,2014-04-01,2014,Pbworks,FIRM0063,1800000,1800000.0,2,900000.0,undisclosed,Venture Capital,USA,California,2005,Legal Document Automation,Corporate,Workflow & PM,KM,Other Practice Tech,1.0,0.0,Integrated Solution,9
337,DEAL0223,2014-04-01,2014,Tunnel X,FIRM0389,350000,350000.0,1,350000.0,Milestone Venture Partners,Seed Fund,USA,New York,2013,Legal Practice Management,Corporate,Workflow & PM,NONE,NONE,0.0,0.0,Point Solution,1
338,DEAL0224,2014-04-04,2014,Capture.it,FIRM0408,750000,750000.0,1,750000.0,undisclosed,Seed Fund,Canada,Toronto,2008,Legal Practice Management,Corporate,Legal Ops,NONE,NONE,1.0,0.0,Integrated Solution,6
339,DEAL0225,2014-04-07,2014,eBrevia,FIRM0220,10000,10000.0,1,10000.0,CT Next,Grant,USA,Stamford,2012,Legal Analytics,Corporate,Contracts,DealTech,Workflow & PM,1.0,1.0,Integrated Solution,2
340,DEAL0226,2014-04-07,2014,IP Street,FIRM0131,3300000,3300000.0,1,3300000.0,undisclosed,Debt Financing,USA,Washington,2010,Legal Analytics,Corporate,Other Practice Tech,NONE,NONE,1.0,0.0,Point Solution,4
341,DEAL0227,2014-04-11,2014,Juristat,FIRM0235,100000,100000.0,1,100000.0,Arch Grants,Grant,USA,St Louis,2012,Legal Analytics,Corporate,Other Practice Tech,Contracts,NONE,1.0,0.0,Point Solution,2
342,DEAL0228,2014-04-15,2014,Avvo,FIRM0066,above,100000.0,4,25000.0,Benchmark,Series D,USA,San Francisco,2008,Legal Marketplace,Consumer,Peak Load / Staffing,Contracts,NONE,0.0,0.0,Point Solution,6
343,DEAL0228,2014-04-15,2014,Avvo,FIRM0066,above,100000.0,4,25000.0,Caotue Management,Series D,USA,San Francisco,2012,Legal Marketplace,Consumer,Peak Load / Staffing,Contracts,NONE,0.0,0.0,Point Solution,2
344,DEAL0228,2014-04-15,2014,Avvo,FIRM0066,37500000,37500000.0,4,9375000.0,DAG Ventures,Series D,USA,San Francisco,2008,Legal Marketplace,Consumer,Peak Load / Staffing,Contracts,NONE,0.0,0.0,Point Solution,6
345,DEAL0228,2014-04-15,2014,Avvo,FIRM0066,above,37500000.0,4,9375000.0,Ignition Partners,Series D,USA,San Francisco,2008,Legal Marketplace,Consumer,Peak Load / Staffing,Contracts,NONE,0.0,0.0,Point Solution,6
346,DEAL0229,2014-04-22,2014,everplans,FIRM0225,2100000,2100000.0,1,2100000.0,Scout Ventures,Seed Fund,USA,New York,2012,Legal Document Automation,Consumer,Contracts,NONE,NONE,0.0,0.0,Point Solution,2
347,DEAL0230,2014-04-30,2014,Apperio,FIRM0157,500000,500000.0,1,500000.0,Seedcamp,Seed Fund,UK,London,2011,Legal Analytics,Corporate,Legal Ops,Workflow & PM,NONE,1.0,0.0,Integrated Solution,3
348,DEAL0231,2014-05-01,2014,Advocado,FIRM0400,62500,62500.0,1,62500.0,undisclosed,Seed Fund,Germany,Greifswald,2014,Legal Marketplace,Consumer,Peak Load / Staffing,NONE,NONE,0.0,0.0,Point Solution,0
349,DEAL0233,2014-05-01,2014,SupportPay,FIRM0191,above,62500.0,7,8928.57142857143,Aspect Ventures,Seed Fund,USA,California,2011,Legal Document Automation,Consumer,Legal Ops,Contracts,NONE,0.0,0.0,Integrated Solution,3
350,DEAL0233,2014-05-01,2014,SupportPay,FIRM0191,above,62500.0,7,8928.57142857143,Broadway Angels,Seed Fund,USA,California,2011,Legal Document Automation,Consumer,Legal Ops,Contracts,NONE,0.0,0.0,Integrated Solution,3
351,DEAL0233,2014-05-01,2014,SupportPay,FIRM0191,above,62500.0,7,8928.57142857143,Draper Associates,Seed Fund,USA,California,2011,Legal Document Automation,Consumer,Legal Ops,Contracts,NONE,0.0,0.0,Integrated Solution,3
352,DEAL0233,2014-05-01,2014,SupportPay,FIRM0191,above,62500.0,7,8928.57142857143,RPM Ventures,Seed Fund,USA,California,2011,Legal Document Automation,Consumer,Legal Ops,Contracts,NONE,0.0,0.0,Integrated Solution,3
353,DEAL0233,2014-05-01,2014,SupportPay,FIRM0191,1100000,1100000.0,7,157142.85714285713,Salesforce Ventures,Seed Fund,USA,California,2011,Legal Document Automation,Consumer,Legal Ops,Contracts,NONE,0.0,0.0,Integrated Solution,3
354,DEAL0233,2014-05-01,2014,SupportPay,FIRM0191,above,1100000.0,7,157142.85714285713,TEC Ventures,Seed Fund,USA,California,2011,Legal Document Automation,Consumer,Legal Ops,Contracts,NONE,0.0,0.0,Integrated Solution,3
355,DEAL0233,2014-05-01,2014,SupportPay,FIRM0191,above,1100000.0,7,157142.85714285713,The Perkins Fund,Seed Fund,USA,California,2011,Legal Document Automation,Consumer,Legal Ops,Contracts,NONE,0.0,0.0,Integrated Solution,3
356,DEAL0234,2014-05-07,2014,TrademarkNow,FIRM0285,3500000,3500000.0,2,1750000.0,Balderton Capital,Series A,USA,New York,2012,Legal Document Automation,Corporate,Legal Research,NONE,NONE,1.0,1.0,Point Solution,2
357,DEAL0234,2014-05-07,2014,TrademarkNow,FIRM0285,above,3500000.0,2,1750000.0,Lifeline Ventures,Series A,USA,New York,2012,Legal Document Automation,Corporate,Legal Research,NONE,NONE,1.0,1.0,Point Solution,2
358,DEAL0235,2014-05-07,2014,Workshare,FIRM0027,8400000,8400000.0,1,8400000.0,Wells Fargo Financial,Series A,UK,London,1999,Legal Analytics,Corporate,Contracts,Legal Research,NONE,0.0,0.0,Point Solution,15
359,DEAL0236,2014-05-12,2014,LawPath,FIRM0396,600000,600000.0,1,600000.0,Brook Adcock,Venture Capital,Australia,Sydney,2012,Legal Document Automation,Corporate,Contracts,Peak Load / Staffing,NONE,0.0,0.0,Integrated Solution,2
360,DEAL0237,2014-05-14,2014,ContractRoom,FIRM0213,320000,320000.0,1,320000.0,undisclosed,Angel,USA,California,2012,Legal Document Automation,Corporate,Contracts,Workflow & PM,NONE,1.0,1.0,Integrated Solution,2
361,DEAL0238,2014-05-16,2014,Contract Live,FIRM0118,1400000,1400000.0,1,1400000.0,undisclosed,Venture Capital,France,Paris,2010,Legal Document Automation,Corporate,Contracts,KM,NONE,0.0,0.0,Integrated Solution,4
362,DEAL0239,2014-06-01,2014,ClauseMatch,FIRM0209,above,1400000.0,2,700000.0,SparksLabs Global Ventures,Seed Fund,UK,London,2002,Legal Document Automation,Corporate,Contracts,Workflow & PM,NONE,1.0,0.0,Integrated Solution,12
363,DEAL0239,2014-06-01,2014,ClauseMatch,FIRM0209,100000,100000.0,2,50000.0,Techstars,Seed Fund,UK,London,2012,Legal Document Automation,Corporate,Contracts,Workflow & PM,NONE,1.0,0.0,Integrated Solution,2
364,DEAL0242,2014-06-01,2014,MisAbogados.com,FIRM0476,40000,40000.0,1,40000.0,Start-Up Chile,Seed Fund,Chile,Santiago,2014,Legal Marketplace,Consumer,Peak Load / Staffing,Workflow & PM,NONE,0.0,0.0,Point Solution,0
365,DEAL0243,2014-06-02,2014,Alt Legal,FIRM0291,40000,40000.0,1,40000.0,Entrepreneurs Roundtable Accelerator,Seed Fund,USA,New York,2013,Legal Practice Management,Corporate,Other Practice Tech,Workflow & PM,NONE,1.0,0.0,Integrated Solution,1
366,DEAL0244,2014-06-05,2014,BigTime Software,FIRM0042,413200,413200.0,1,413200.0,undisclosed,Debt Financing,USA,Chicago,2013,Legal Practice Management,Corporate,Legal Ops,Other Practice Tech,NONE,1.0,0.0,Integrated Solution,1
367,DEAL0246,2014-06-24,2014,Seal Software,FIRM0144,4000000,4000000.0,1,4000000.0,Toba Capital,Venture Capital,USA,California,2010,Legal Practice Management,Corporate,Legal Research,eDiscovery,NONE,1.0,1.0,Integrated Solution,4
368,DEAL0248,2014-07-01,2014,Ipselex,FIRM0333,41300,41300.0,1,41300.0,Cyberport Hong Kong,Seed Fund,Hong Kong,Hong Kong,2013,Legal Research,Corporate,Other Practice Tech,NONE,NONE,1.0,1.0,Integrated Solution,1
369,DEAL0249,2014-07-16,2014,Checkr,FIRM0411,above,41300.0,2,20650.0,UpHonest Capital,Seed Fund,USA,San Francisco,2011,Legal Document Automation,Corporate,Workflow & PM,NONE,NONE,1.0,0.0,Point Solution,3
370,DEAL0249,2014-07-16,2014,Checkr,FIRM0411,120000,120000.0,2,60000.0,Y Combinator,Seed Fund,USA,San Francisco,2014,Legal Document Automation,Corporate,Workflow & PM,NONE,NONE,1.0,0.0,Point Solution,0
371,DEAL0250,2014-07-17,2014,Manzama,FIRM0135,1300000,1300000.0,1,1300000.0,Seven Peaks Ventures,Series A,USA,Oregon,2010,E-Discovery,Corporate,Legal Research,NONE,NONE,1.0,1.0,Point Solution,4
372,DEAL0251,2014-07-22,2014,Juristat,FIRM0235,257000,257000.0,1,257000.0,undisclosed,Seed Fund,USA,St Louis,2012,Legal Analytics,Corporate,Other Practice Tech,Contracts,NONE,1.0,0.0,Point Solution,2
373,DEAL0252,2014-07-24,2014,Fixed (now Lawgix),FIRM0327,above,257000.0,5,51400.0,Homestead Partners,Seed Fund,USA,San Francisco,2013,Legal Marketplace,Corporate,Peak Load / Staffing,Workflow & PM,NONE,1.0,0.0,Integrated Solution,1
374,DEAL0252,2014-07-24,2014,Fixed (now Lawgix),FIRM0327,above,257000.0,5,51400.0,Merus Capital,Seed Fund,USA,San Francisco,2013,Legal Marketplace,Corporate,Peak Load / Staffing,Workflow & PM,NONE,1.0,0.0,Integrated Solution,1
375,DEAL0252,2014-07-24,2014,Fixed (now Lawgix),FIRM0327,above,257000.0,5,51400.0,Middle Bridge Partners,Seed Fund,USA,San Francisco,2013,Legal Marketplace,Corporate,Peak Load / Staffing,Workflow & PM,NONE,1.0,0.0,Integrated Solution,1
376,DEAL0252,2014-07-24,2014,Fixed (now Lawgix),FIRM0327,above,257000.0,5,51400.0,Slow Ventures,Seed Fund,USA,San Francisco,2013,Legal Marketplace,Corporate,Peak Load / Staffing,Workflow & PM,NONE,1.0,0.0,Integrated Solution,1
377,DEAL0252,2014-07-24,2014,Fixed (now Lawgix),FIRM0327,1200000,1200000.0,5,240000.0,Y Combinator,Seed Fund,USA,San Francisco,2013,Legal Marketplace,Corporate,Peak Load / Staffing,Workflow & PM,NONE,1.0,0.0,Integrated Solution,1
378,DEAL0254,2014-07-30,2014,Otonomos,FIRM0663,150000,150000.0,1,150000.0,undisclosed,Seed Fund,Singapore,Singapore,2016,Legal Document Automation,Corporate,Contracts,NONE,NONE,1.0,0.0,Integrated Solution,0
379,DEAL0255,2014-07-31,2014,Wevorce,FIRM0281,1700000,1700000.0,1,1700000.0,Fenox Venture Capital,Debt Financing,USA,Idaho,2012,Legal Document Automation,Consumer,Contracts,Workflow & PM,NONE,1.0,0.0,Integrated Solution,2
380,DEAL0257,2014-08-14,2014,Fixed (now Lawgix),FIRM0327,above,1700000.0,3,566666.6666666666,Merus Capital,Seed Fund,USA,San Francisco,2013,Legal Marketplace,Corporate,Peak Load / Staffing,Workflow & PM,NONE,1.0,0.0,Integrated Solution,1
381,DEAL0257,2014-08-14,2014,Fixed (now Lawgix),FIRM0327,1200000,1200000.0,3,400000.0,Y Combinator,Seed Fund,USA,San Francisco,2013,Legal Marketplace,Corporate,Peak Load / Staffing,Workflow & PM,NONE,1.0,0.0,Integrated Solution,1
382,DEAL0257,2014-08-14,2014,Fixed (now Lawgix),FIRM0327,above,1200000.0,3,400000.0,Zillionize Angel,Seed Fund,USA,San Francisco,2013,Legal Marketplace,Corporate,Peak Load / Staffing,Workflow & PM,NONE,1.0,0.0,Integrated Solution,1
383,DEAL0258,2014-08-26,2014,ClaimKit,FIRM0161,560000,560000.0,1,560000.0,undisclosed,Seed Fund,USA,Kansas,2014,Legal Document Automation,Corporate,Workflow & PM,eDiscovery,NONE,1.0,0.0,Point Solution,0
384,DEAL0259,2014-09-01,2014,LegalTrek,FIRM0356,178750,178750.0,1,178750.0,undisclosed,Seed Fund,Germany,Berlin,2013,Legal Practice Management,Corporate,Other Practice Tech,Workflow & PM,Legal Ops,1.0,0.0,Integrated Solution,1
385,DEAL0260,2014-09-04,2014,Planned Departure,FIRM0375,172200,172200.0,1,172200.0,Seedrs,Seed Fund,UK,London,2013,Legal Document Automation,Consumer,Contracts,NONE,NONE,0.0,0.0,Point Solution,1
386,DEAL0261,2014-09-30,2014,Legal Hero,FIRM0348,715000,715000.0,1,715000.0,undisclosed,Seed Fund,USA,New York,2013,Legal Marketplace,Corporate,Peak Load / Staffing,NONE,NONE,0.0,0.0,Point Solution,1
387,DEAL0263,2014-10-01,2014,Heureka Software,FIRM0436,500000,500000.0,1,500000.0,undisclosed,Convertible Note,USA,Cleveland,2014,Legal Practice Management,Corporate,eDiscovery,Legal Research,NONE,1.0,0.0,Point Solution,0
388,DEAL0264,2014-10-01,2014,Lar21,FIRM0449,62000,62000.0,1,62000.0,Wayra,Grant,Brazil,São Paulo,2014,Legal Document Automation,Corporate,Contracts,NONE,NONE,1.0,0.0,Integrated Solution,0
389,DEAL0265,2014-10-01,2014,Quicklegal,FIRM0482,200000,200000.0,1,200000.0,undisclosed,Seed Fund,USA,Sacramento,2014,Legal Marketplace,Consumer,Peak Load / Staffing,NONE,NONE,0.0,0.0,Point Solution,0
